22, 0, 5, 0, 0, 0
23, 0, 5, 0, 0, 0
31, 0, 5, 0, 0, 0
21, 0, 6, 0, 0, 0
22, 0, 6, 0, 0, 0
23, 0, 6, 0, 0, 0
30, 0, 6, 0, 0, 0
31, 0, 6, 0, 0, 0
32, 0, 6, 0, 0, 0
21, 0, 7, 0, 0, 0
22, 0, 7, 0, 0, 0
23, 0, 7, 0, 0, 0
30, 0, 7, 0, 0, 0
31, 0, 7, 0, 0, 0
32, 0, 7, 0, 0, 0
21, 0, 8, 0, 0, 0
22, 0, 8, 0, 0, 0
23, 0, 8, 0, 0, 0
24, 0, 8, 0, 0, 0
30, 0, 8, 0, 0, 0
31, 0, 8, 0, 0, 0
32, 0, 8, 0, 0, 0
21, 0, 9, 0, 0, 0
22, 0, 9, 0, 0, 0
23, 0, 9, 0, 0, 0
24, 0, 9, 0, 0, 0
29, 0, 9, 0, 0, 0
30, 0, 9, 0, 0, 0
31, 0, 9, 0, 0, 0
32, 0, 9, 0, 0, 0
21, 0, 10, 0, 0, 0
22, 0, 10, 0, 0, 0
23, 0, 10, 0, 0, 0
24, 0, 10, 0, 0, 0
29, 0, 10, 0, 0, 0
30, 0, 10, 0, 0, 0
31, 0, 10, 0, 0, 0
32, 0, 10, 0, 0, 0
21, 0, 11, 0, 0, 0
22, 0, 11, 0, 0, 0
23, 0, 11, 0, 0, 0
24, 0, 11, 0, 0, 0
29, 0, 11, 0, 0, 0
30, 0, 11, 0, 0, 0
31, 0, 11, 0, 0, 0
32, 0, 11, 0, 0, 0
21, 0, 12, 0, 0, 0
22, 0, 12, 0, 0, 0
23, 0, 12, 0, 0, 0
24, 0, 12, 0, 0, 0
29, 0, 12, 0, 0, 0
30, 0, 12, 0, 0, 0
31, 0, 12, 0, 0, 0
32, 0, 12, 0, 0, 0
21, 0, 13, 0, 0, 0
22, 0, 13, 0, 0, 0
23, 0, 13, 0, 0, 0
24, 0, 13, 0, 0, 0
29, 0, 13, 0, 0, 0
30, 0, 13, 0, 0, 0
31, 0, 13, 0, 0, 0
32, 0, 13, 0, 0, 0
21, 0, 14, 0, 0, 0
22, 0, 14, 0, 0, 0
23, 0, 14, 0, 0, 0
24, 0, 14, 0, 0, 0
29, 0, 14, 0, 0, 0
30, 0, 14, 0, 0, 0
31, 0, 14, 0, 0, 0
32, 0, 14, 0, 0, 0
21, 0, 15, 0, 0, 0
22, 0, 15, 0, 0, 0
23, 0, 15, 0, 0, 0
24, 0, 15, 0, 0, 0
29, 0, 15, 0, 0, 0
30, 0, 15, 0, 0, 0
31, 0, 15, 0, 0, 0
32, 0, 15, 0, 0, 0
22, 0, 16, 0, 0, 0
23, 0, 16, 0, 0, 0
30, 0, 16, 0, 0, 0
31, 0, 16, 0, 0, 0
22, 1, 5, 0, 0, 0
23, 1, 5, 0, 0, 0
31, 1, 5, 0, 0, 0
21, 1, 6, 0, 0, 0
23, 1, 6, 0, 0, 0
30, 1, 6, 0, 0, 0
32, 1, 6, 0, 0, 0
21, 1, 7, 0, 0, 0
23, 1, 7, 0, 0, 0
30, 1, 7, 0, 0, 0
32, 1, 7, 0, 0, 0
21, 1, 8, 0, 0, 0
24, 1, 8, 0, 0, 0
30, 1, 8, 0, 0, 0
32, 1, 8, 0, 0, 0
21, 1, 9, 0, 0, 0
24, 1, 9, 0, 0, 0
29, 1, 9, 0, 0, 0
32, 1, 9, 0, 0, 0
21, 1, 10, 0, 0, 0
24, 1, 10, 0, 0, 0
29, 1, 10, 0, 0, 0
32, 1, 10, 0, 0, 0
21, 1, 11, 0, 0, 0
24, 1, 11, 0, 0, 0
29, 1, 11, 0, 0, 0
32, 1, 11, 0, 0, 0
21, 1, 12, 0, 0, 0
24, 1, 12, 0, 0, 0
29, 1, 12, 0, 0, 0
32, 1, 12, 0, 0, 0
21, 1, 13, 0, 0, 0
24, 1, 13, 0, 0, 0
29, 1, 13, 0, 0, 0
32, 1, 13, 0, 0, 0
21, 1, 14, 0, 0, 0
22, 1, 14, 0, 0, 0
23, 1, 14, 0, 0, 0
24, 1, 14, 0, 0, 0
29, 1, 14, 0, 0, 0
30, 1, 14, 0, 0, 0
31, 1, 14, 0, 0, 0
32, 1, 14, 0, 0, 0
21, 1, 15, 0, 0, 0
22, 1, 15, 0, 0, 0
23, 1, 15, 0, 0, 0
24, 1, 15, 0, 0, 0
29, 1, 15, 0, 0, 0
30, 1, 15, 0, 0, 0
31, 1, 15, 0, 0, 0
32, 1, 15, 0, 0, 0
22, 1, 16, 0, 0, 0
23, 1, 16, 0, 0, 0
30, 1, 16, 0, 0, 0
31, 1, 16, 0, 0, 0
22, 2, 5, 0, 0, 0
